Created at	Closed at	Updated at	State	Labels	Comments	Number	Title	Url	Html url	Body	User name	User email	Milestone created at	Milestone due on	Milestone descrtiption	Milestone state	Milestone title
2018-03-02 12:16:44.0	2018-03-03 07:00:10.0	2018-04-07 03:31:22.0	closed	[]	1	525	Wip syscall	https://api.github.com/repos/torvalds/linux/issues/525	https://github.com/torvalds/linux/pull/525		goswami-rahul	null	null	null	null	null	null	
2018-03-04 20:00:32.0	2018-03-04 20:01:01.0	2018-03-04 20:01:01.0	closed	[]	0	527	Documentation: teaching: labs: introduction: Fix typos	https://api.github.com/repos/torvalds/linux/issues/527	https://github.com/torvalds/linux/pull/527		andadrn	null	null	null	null	null	null	
2018-03-05 15:28:45.0	null	2020-10-02 17:46:15.0	open	[]	4	528	A question about your kernel 4.12.1	https://api.github.com/repos/torvalds/linux/issues/528	https://github.com/torvalds/linux/pull/528	Hello,    is your kernel compatible/usable with UP Squared also?    Thanks in advance,  Michael  	mickpf	null	null	null	null	null	null	
2018-03-07 03:19:33.0	2018-03-07 03:33:06.0	2018-03-19 10:29:44.0	closed	[]	4	529	test github	https://api.github.com/repos/torvalds/linux/issues/529	https://github.com/torvalds/linux/pull/529		h0n3ym4k	null	null	null	null	null	null	
2018-03-10 07:05:14.0	2018-03-10 09:21:31.0	2018-03-12 02:52:51.0	closed	[]	2	530	fix a typo in devicetree bindings.	https://api.github.com/repos/torvalds/linux/issues/530	https://github.com/torvalds/linux/pull/530		youxiaojie	null	null	null	null	null	null	
2018-03-10 16:10:55.0	2018-03-10 16:14:06.0	2018-03-19 10:28:37.0	closed	[]	1	531	SYSCALL	https://api.github.com/repos/torvalds/linux/issues/531	https://github.com/torvalds/linux/pull/531		dblackmorris	null	null	null	null	null	null	
2018-03-12 20:54:50.0	2018-03-12 20:55:22.0	2018-03-13 03:46:40.0	closed	[]	3	532	Documentation: lectures: Add draft 'Interrupts' lecture	https://api.github.com/repos/torvalds/linux/issues/532	https://github.com/torvalds/linux/pull/532	Addressed Tavi's comments. Still TODO: add info about IPI, add slide about IRQ handling in Linux (irq chips etc).	dbaluta	null	null	null	null	null	null	
2018-03-14 21:37:35.0	2018-03-14 21:39:24.0	2018-03-14 21:39:24.0	closed	[]	0	533	asdf	https://api.github.com/repos/torvalds/linux/issues/533	https://github.com/torvalds/linux/pull/533		smohebbi	null	null	null	null	null	null	
2018-03-17 10:15:17.0	2018-04-07 03:31:22.0	2018-04-07 03:31:22.0	closed	[]	1	534	9 bit uart	https://api.github.com/repos/torvalds/linux/issues/534	https://github.com/torvalds/linux/pull/534	is there any serialdriver to get 9 bit uart data  	vsivanagulu	null	null	null	null	null	null	
2018-03-18 20:58:32.0	2018-03-18 21:00:57.0	2018-03-18 21:00:57.0	closed	[]	1	535	lab04: exercises: fixed access variable reset 	https://api.github.com/repos/torvalds/linux/issues/535	https://github.com/torvalds/linux/pull/535	atomic_inc will not reset the access variable, and so, the resource will be busy at any second call. To solve, atomic_dec, or simply, atomic_set to 0, as implied in the TODO.	crmares	null	null	null	null	null	null	
2018-03-20 16:55:23.0	2018-03-20 16:57:44.0	2018-03-20 16:58:41.0	closed	[]	0	536	Fixed typo in time.c	https://api.github.com/repos/torvalds/linux/issues/536	https://github.com/torvalds/linux/pull/536	Randomly stumbled upon this:  LINE 184: "Verify we're witin" -> "Verify we're within"    //EDIT: Not the appropriate location for something like this	drewgrubb0	null	null	null	null	null	null	
2018-03-22 20:51:55.0	null	2020-10-02 17:46:12.0	open	[]	1	537	Fix misspelling: must not	https://api.github.com/repos/torvalds/linux/issues/537	https://github.com/torvalds/linux/pull/537	Signed-off-by: Piotr Kasprzyk <ciri@ciri.pl>	kwadrat	null	null	null	null	null	null	
2018-03-28 01:40:36.0	2018-03-28 01:42:13.0	2018-03-28 01:42:13.0	closed	[]	0	538	Aosp optee 4.9	https://api.github.com/repos/torvalds/linux/issues/538	https://github.com/torvalds/linux/pull/538		jsaxer	null	null	null	null	null	null	
2018-03-30 01:50:44.0	2018-03-30 01:51:51.0	2018-03-30 01:51:51.0	closed	[]	1	539	update	https://api.github.com/repos/torvalds/linux/issues/539	https://github.com/torvalds/linux/pull/539	update	chaosmamama	null	null	null	null	null	null	
2018-03-30 07:53:27.0	2019-03-21 08:22:10.0	2019-03-21 08:22:11.0	closed	[]	1	540	Add new FITRIM ioctl for fstrim to trim FAT file system	https://api.github.com/repos/torvalds/linux/issues/540	https://github.com/torvalds/linux/pull/540	FAT file system lacks the ability to handle FITRIM ioctl, thus we can not use fstrim one FAT filesys.  This change add FITRIM ioctl for fstrim or other tools to leverage.	witallwang	null	null	null	null	null	null	
2018-04-02 20:13:59.0	null	2020-10-02 17:46:09.0	open	[]	1	541	Proposal integration FN+F9 for KeyboardBacklight	https://api.github.com/repos/torvalds/linux/issues/541	https://github.com/torvalds/linux/pull/541	when trying to turn on the keyboard light FN+F9  ''' [  775.626810] acer_wmi: Unknown key number - 0x84 '''	webghostx	null	null	null	null	null	null	
2018-04-04 07:00:48.0	2018-04-04 07:01:17.0	2018-04-04 07:01:17.0	closed	[]	0	542	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/542	https://github.com/torvalds/linux/pull/542	update	rahrawat	null	null	null	null	null	null	
2018-04-04 18:24:22.0	2018-04-04 18:25:26.0	2018-04-04 18:25:26.0	closed	[]	1	543	Update from base	https://api.github.com/repos/torvalds/linux/issues/543	https://github.com/torvalds/linux/pull/543		Esteban-Rocha	null	null	null	null	null	null	
2018-04-05 09:31:06.0	2018-04-07 03:31:22.0	2018-04-07 03:31:22.0	closed	[]	1	544	Added sisusb for USB2VGA	https://api.github.com/repos/torvalds/linux/issues/544	https://github.com/torvalds/linux/pull/544	Specifically for the Magic Control Technology Corp. Magic Control Technology Corp. dongle.	teaberryy	null	null	null	null	null	null	
2018-04-06 13:38:28.0	2018-04-06 13:39:02.0	2018-04-06 13:44:15.0	closed	[]	1	545	[DELETE ME] PR on wrong repo, sorry.	https://api.github.com/repos/torvalds/linux/issues/545	https://github.com/torvalds/linux/pull/545	PR on wrong repo, sorry.	oliv3r	null	null	null	null	null	null	
2018-04-06 15:17:11.0	null	2020-10-02 17:46:06.0	open	[]	2	546	Removed the non working back-quotes from README.md  around make	https://api.github.com/repos/torvalds/linux/issues/546	https://github.com/torvalds/linux/pull/546	For some reason _make htmldocs_ is not changing into `make htmldocs` in README.md even after trying in multiple ways. So just removed the back quotes which were serving no use.	ShivajiReddy	null	null	null	null	null	null	
2018-04-06 23:03:32.0	2018-04-06 23:21:07.0	2018-04-06 23:21:07.0	closed	[]	2	547	DeleteMe Please	https://api.github.com/repos/torvalds/linux/issues/547	https://github.com/torvalds/linux/pull/547		FelipeRuizGarcia	null	null	null	null	null	null	
2018-04-08 11:09:06.0	null	2020-10-02 17:46:05.0	open	[]	2	548	Add kernal module meta-data	https://api.github.com/repos/torvalds/linux/issues/548	https://github.com/torvalds/linux/pull/548	Some software like firewalld depend on kernel module meta-data.  This patch will help to fix: https://github.com/firewalld/firewalld/issues/263	kvishnivetsky	null	null	null	null	null	null	
2018-04-08 14:10:33.0	null	2020-10-02 17:46:03.0	open	[]	10	549	Deleted commas in json file	https://api.github.com/repos/torvalds/linux/issues/549	https://github.com/torvalds/linux/pull/549	I deleted the commas that where right after the open curly brackets, because there wasn't anything in front of the commas.	Audition-CSBlock	null	null	null	null	null	null	
2018-04-23 04:44:35.0	2018-04-23 14:10:13.0	2018-04-23 14:10:58.0	closed	[]	1	550	Update skbuff.c	https://api.github.com/repos/torvalds/linux/issues/550	https://github.com/torvalds/linux/pull/550		compdzwio	null	null	null	null	null	null	
2018-04-23 14:29:44.0	2018-04-23 14:31:42.0	2018-04-23 14:31:42.0	closed	[]	1	551	easy understand	https://api.github.com/repos/torvalds/linux/issues/551	https://github.com/torvalds/linux/pull/551		compdzwio	null	null	null	null	null	null	
2018-05-07 04:35:04.0	null	2020-10-02 17:45:56.0	open	[]	1	552	Update timekeeping.h	https://api.github.com/repos/torvalds/linux/issues/552	https://github.com/torvalds/linux/pull/552	typo CLOCK_MONTONIC	jjnetcn	null	null	null	null	null	null	
2018-05-12 20:20:40.0	2018-05-15 10:04:37.0	2018-05-18 02:50:38.0	closed	[]	3	553	Renamed README to README.md for Markdown support.	https://api.github.com/repos/torvalds/linux/issues/553	https://github.com/torvalds/linux/pull/553		Dogacel	null	null	null	null	null	null	
2018-05-28 02:45:03.0	null	2020-10-02 17:45:51.0	open	[]	2	554	ideapad-laptop: Add E42-80 to no_hw_rfkill list	https://api.github.com/repos/torvalds/linux/issues/554	https://github.com/torvalds/linux/pull/554	`Lenovo Zhaoyang E42-80` is another Lenovo ideapad model **without a hw rfkill switch**, resulting in wifi always reported as hard blocked.  Add it to the list of models without rfkill switch.	dylanchu	null	null	null	null	null	null	
2018-05-29 14:23:39.0	2018-05-29 14:32:18.0	2018-05-29 14:36:32.0	closed	[]	1	555	.	https://api.github.com/repos/torvalds/linux/issues/555	https://github.com/torvalds/linux/pull/555	upstream	0x726f6b6d	null	null	null	null	null	null	
2018-05-30 12:16:40.0	2018-05-30 12:31:31.0	2018-05-30 12:31:31.0	closed	[]	1	556	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/556	https://github.com/torvalds/linux/pull/556	update upstream	rsy56640	null	null	null	null	null	null	
2018-06-03 14:48:14.0	null	2020-10-02 17:45:49.0	open	[]	1	557	[GitHub][docs] Rename README to README.md [markdown]	https://api.github.com/repos/torvalds/linux/issues/557	https://github.com/torvalds/linux/pull/557	Clearly this is a markdown file with markdown grammar. And change the filename extension can make GitHub give a better display.	Leo-Mu	null	null	null	null	null	null	
2018-06-05 09:42:15.0	null	2020-10-02 17:45:47.0	open	[]	4	558	Optimization	https://api.github.com/repos/torvalds/linux/issues/558	https://github.com/torvalds/linux/pull/558		ArtemOSDev	null	null	null	null	null	null	
2018-06-06 03:54:07.0	2018-06-19 07:44:06.0	2018-06-19 07:44:06.0	closed	[]	3	559	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/559	https://github.com/torvalds/linux/pull/559	update	haobinnan	null	null	null	null	null	null	
2018-06-09 02:16:22.0	2018-06-09 02:16:40.0	2018-06-09 02:16:40.0	closed	[]	0	560	update upstream #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/560	https://github.com/torvalds/linux/pull/560	update upstream	rsy56640	null	null	null	null	null	null	
2018-06-11 14:38:59.0	2018-06-11 14:39:27.0	2018-06-11 14:39:27.0	closed	[]	0	561	kcov: collect coverage from remote threads	https://api.github.com/repos/torvalds/linux/issues/561	https://github.com/torvalds/linux/pull/561		xairy	null	null	null	null	null	null	
2018-06-18 20:29:09.0	2018-10-11 20:10:00.0	2018-10-17 17:29:58.0	closed	[]	20	562	code made very faster	https://api.github.com/repos/torvalds/linux/issues/562	https://github.com/torvalds/linux/pull/562		impzero	null	null	null	null	null	null	
2018-06-25 18:56:44.0	2018-06-25 19:00:33.0	2018-06-25 19:00:39.0	closed	[]	1	563	Replaced tab with space	https://api.github.com/repos/torvalds/linux/issues/563	https://github.com/torvalds/linux/pull/563		ShietStone	null	null	null	null	null	null	
2018-06-28 09:10:06.0	2018-06-28 09:24:03.0	2018-06-28 09:24:03.0	closed	[]	1	564	Tcp wave 14 maintenance	https://api.github.com/repos/torvalds/linux/issues/564	https://github.com/torvalds/linux/pull/564		Ahmed1978	null	null	null	null	null	null	
2018-06-30 17:02:15.0	2018-06-30 19:29:29.0	2018-06-30 19:29:29.0	closed	[]	1	565	[hackers.mu][zero content-prevent cryptographic leaks]	https://api.github.com/repos/torvalds/linux/issues/565	https://github.com/torvalds/linux/pull/565	contents need to be zeroed otherwise cryptographic data will be leaked	yasirmx	null	null	null	null	null	null	
2018-07-03 15:01:32.0	2018-07-11 13:10:45.0	2018-07-11 13:10:45.0	closed	[]	1	566	Documentation: admin-guide: Adding sysrq-key combination for System Z…	https://api.github.com/repos/torvalds/linux/issues/566	https://github.com/torvalds/linux/pull/566	…/S390 arch.    I have made following changes in sysrq.rst    On System Z - Press 'CTRL-O-<command key>' on the hvc0 console.'CTRL-O' means                          pressing 'O' (not zero) while holding down the 'CTRL' key. For                          3270 console or line-mode HMC console: Pass '^-<command key>'                         Here, '^-' means cap and dash characters.    Signed-off-by: Prashant Dhamdhere <pdhamdhe@redhat.com>          	pdhamdhe	null	null	null	null	null	null	
2018-07-05 04:41:44.0	null	2020-10-02 17:45:39.0	open	[]	35	567	Auzeuner DVB-T2 (Astrometa 2018) driver update	https://api.github.com/repos/torvalds/linux/issues/567	https://github.com/torvalds/linux/pull/567	Hi Linus,     here is rtl28xxu.c rtl28xxu.h update with support cxd2837er demodulator for right function Astrometa 2018 dvb-t/t2/c stick. Works for me on linux kernel 4.17.2.	kapitanf	null	null	null	null	null	null	
2018-07-05 18:32:13.0	2018-11-22 17:07:00.0	2018-11-22 17:07:00.0	closed	[]	1	568	MD pull	https://api.github.com/repos/torvalds/linux/issues/568	https://github.com/torvalds/linux/pull/568		wburnett01	null	null	null	null	null	null	
2018-07-06 09:09:29.0	2018-07-06 09:21:09.0	2018-07-06 09:22:50.0	closed	[]	1	569	Tcp wave 14 maintenance	https://api.github.com/repos/torvalds/linux/issues/569	https://github.com/torvalds/linux/pull/569		Ahmed1978	null	null	null	null	null	null	
2018-07-08 08:20:58.0	null	2020-10-02 17:45:36.0	open	[]	1	570	Update meye.c	https://api.github.com/repos/torvalds/linux/issues/570	https://github.com/torvalds/linux/pull/570	validate user-controlled offset paramter to avoid  arbitrary access.	zrlw	null	null	null	null	null	null	
2018-07-15 16:43:33.0	null	2020-10-02 17:45:33.0	open	[]	1	571	Added support to Lenovo G50-XX screens	https://api.github.com/repos/torvalds/linux/issues/571	https://github.com/torvalds/linux/pull/571		pebeto	null	null	null	null	null	null	
2018-07-20 22:02:12.0	null	2020-10-02 17:45:31.0	open	[]	1	572	ARM: Tegra: T124 changes	https://api.github.com/repos/torvalds/linux/issues/572	https://github.com/torvalds/linux/pull/572	Tested on tegra124 mocha board with dual-channel MIPI DSI panel.	Insei	null	null	null	null	null	null	
2018-07-23 06:22:01.0	2018-07-23 06:29:09.0	2018-07-23 06:29:09.0	closed	[]	1	573	usb-audio: Topping DX7s quirk for DSD interface	https://api.github.com/repos/torvalds/linux/issues/573	https://github.com/torvalds/linux/pull/573		Wang-Yue	null	null	null	null	null	null	
2018-07-30 19:54:24.0	null	2020-10-02 17:45:29.0	open	[]	4	574	ath9k_htc: increase number of configurable virtual interfaces	https://api.github.com/repos/torvalds/linux/issues/574	https://github.com/torvalds/linux/pull/574	Testing with AR9271 USB device I was able to start 8 VAPs, but one client device could connect only if 7 VAPs were configured. This might need more work to make the feature fully usable, but even at present situation it enables functionality that was previously disabled.  Updated ath9k_htc firmware is required too, PR already opened: https://github.com/qca/open-ath9k-htc-firmware/pull/149    Signed-off-by: Tomislav Požega <pozega.tomislav@gmail.com>	psyborg55	null	null	null	null	null	null	
2018-08-06 01:07:19.0	2018-08-06 01:07:52.0	2018-08-06 01:07:52.0	closed	[]	0	575	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/575	https://github.com/torvalds/linux/pull/575	Update Files	chorman0773	null	null	null	null	null	null	
2018-08-06 07:11:47.0	null	2020-10-02 17:45:27.0	open	[]	2	576	tlb_uv.c: Add missing return value check to prevent nptr dereference.	https://api.github.com/repos/torvalds/linux/issues/576	https://github.com/torvalds/linux/pull/576	Function init_per_cpu() defined in arch/x86/platform/uv/tlb_uv.c calls kzalloc() to allocate memory for variable uvhub_mask which is used in function get_cpu_topology() and function summarize_uvhub_sockets() later. However, none of the 3 functions mentioned above checks whether uvhub_mask is NULL. As kzalloc() may return NULL, when get_cpu_topology() and summarize_uvhub_sockets() tries to dereference this pointer, it may cause NULL pointer dereference bug.	Jason2031	null	null	null	null	null	null	
2018-08-06 07:31:11.0	2018-08-17 02:30:02.0	2018-08-17 02:30:17.0	closed	[]	2	577	pktcdvd.c: Fix wrong return code when alloc_disk() fails.	https://api.github.com/repos/torvalds/linux/issues/577	https://github.com/torvalds/linux/pull/577	Function pkt_setup_dev() defined in drivers/block/pktcdvd.c calls alloc_disk(). However, it forgets to set the error return code when alloc_disk() fails. Instead, when alloc_disk() fails, it simply jumps to label 'out_mem' leaving the variable ret unchanged.	Jason2031	null	null	null	null	null	null	
2018-08-07 07:58:58.0	null	2020-10-02 17:45:26.0	open	[]	2	578	conntrack.c: Add missing return value check to prevent nptr dereference.	https://api.github.com/repos/torvalds/linux/issues/578	https://github.com/torvalds/linux/pull/578	Function ovs_ct_limit_cmd_get() defined in net/openvswitch/conntrack.c may cause a null pointer dereference as it calls nla_nest_start which may return NULL. The returned value is used in function nla_nest_end() later where the pointer is dereferenced.	Jason2031	null	null	null	null	null	null	
2018-08-07 08:28:04.0	null	2020-10-02 17:45:25.0	open	[]	3	579	team.c: Fix potential memory leak when __send_and_alloc_skb fails.	https://api.github.com/repos/torvalds/linux/issues/579	https://github.com/torvalds/linux/pull/579	Function team_nl_send_options_get() and team_nl_send_port_list_get() defined in drivers/net/team/team.c call function __send_and_alloc_skb() 2 times respectively. After the first call to function __send_and_alloc_skb(), pointer skb keeps the return value of nlmsg_new(), which should be freed by nlmsg_free() on exit. Function __send_and_alloc_skb() calls a function pointer send_func() which may return error. However, when the second call to __send_and_alloc_skb() fails, function team_nl_send_options_get() and team_nl_send_port_list_get() directly returns, leaving skb unfreed.	Jason2031	null	null	null	null	null	null	
2018-08-11 03:25:25.0	null	2020-10-02 17:45:22.0	open	[]	1	580	Update README	https://api.github.com/repos/torvalds/linux/issues/580	https://github.com/torvalds/linux/pull/580	To make README more friendly and provides link for beginners. 	jackm9367	null	null	null	null	null	null	
2018-08-12 02:04:19.0	null	2020-10-02 17:45:20.0	open	[]	2	581	Set theme jekyll-theme-slate	https://api.github.com/repos/torvalds/linux/issues/581	https://github.com/torvalds/linux/pull/581		betrr	null	null	null	null	null	null	
2018-08-15 09:27:05.0	2019-09-07 06:49:16.0	2019-09-07 06:49:16.0	closed	[]	1	582	Rename README to README.md	https://api.github.com/repos/torvalds/linux/issues/582	https://github.com/torvalds/linux/pull/582	Rename **README** to **README.md** for Markdown syntax highlighting :smile: 	Anon-Exploiter	null	null	null	null	null	null	
2018-08-26 06:48:23.0	null	2018-11-14 03:19:10.0	open	[]	2	583	Beautify README.md in a modern style	https://api.github.com/repos/torvalds/linux/issues/583	https://github.com/torvalds/linux/pull/583		Hirrolot	null	null	null	null	null	null	
2018-08-26 09:20:24.0	null	2020-10-02 17:45:14.0	open	[]	16	584	noting	https://api.github.com/repos/torvalds/linux/issues/584	https://github.com/torvalds/linux/pull/584		YQ93	null	null	null	null	null	null	
2018-08-27 08:16:47.0	null	2020-10-02 17:45:04.0	open	[]	1	585	Add device IRBIS TW36 coordinate	https://api.github.com/repos/torvalds/linux/issues/585	https://github.com/torvalds/linux/pull/585		Ilia1	null	null	null	null	null	null	
2018-08-27 20:54:45.0	2018-09-15 10:02:49.0	2018-09-15 10:02:49.0	closed	[]	1	586	Corrected parameter naming scheme	https://api.github.com/repos/torvalds/linux/issues/586	https://github.com/torvalds/linux/pull/586		ctrlsam	null	null	null	null	null	null	
2018-08-28 10:15:05.0	null	2020-10-02 17:45:03.0	open	[]	1	587	ahci.c -- add Marvell 88SE6141 SATA controller	https://api.github.com/repos/torvalds/linux/issues/587	https://github.com/torvalds/linux/pull/587	Added a line to support Marvell 88SE6141 SATA controller. According to https://forums.gentoo.org/viewtopic-t-581669-start-0.html this is what the manufacturer's driver did (i.e. patch the kernel with this line).  Adding this to the main ahci.c file would provide out-of-the box support for Marvell 88SE6141. 	jimcat	null	null	null	null	null	null	
2018-08-28 19:24:58.0	2018-08-28 19:28:51.0	2018-08-28 19:29:13.0	closed	[]	0	588	bad checkpatch	https://api.github.com/repos/torvalds/linux/issues/588	https://github.com/torvalds/linux/pull/588		elazar-lb	null	null	null	null	null	null	
2018-09-09 17:00:40.0	null	2020-10-02 17:45:00.0	open	[]	1	589	Fix tcmu sample code	https://api.github.com/repos/torvalds/linux/issues/589	https://github.com/torvalds/linux/pull/589		likema	null	null	null	null	null	null	
2018-09-12 18:14:00.0	null	2020-01-25 04:04:09.0	open	[]	17	590	Removed something that no one likes about Linux	https://api.github.com/repos/torvalds/linux/issues/590	https://github.com/torvalds/linux/pull/590	```                                                                                                                                                       -- it's literally nothing. We all love Linux and everything about it <3  ```	s0md3v	null	null	null	null	null	null	
2018-09-17 12:33:34.0	2018-09-17 14:45:59.0	2018-09-17 14:45:59.0	closed	[]	2	591	I think "code-of-conflict" and "code-of-product" should be removed because they will incite hatred	https://api.github.com/repos/torvalds/linux/issues/591	https://github.com/torvalds/linux/pull/591		ghost	null	null	null	null	null	null	
2018-09-17 18:46:54.0	null	2020-10-02 17:44:51.0	open	[]	5	592	Update bfa_defs.h	https://api.github.com/repos/torvalds/linux/issues/592	https://github.com/torvalds/linux/pull/592	Fixed Spacing	reavessm	null	null	null	null	null	null	
2018-09-19 10:07:40.0	2019-01-09 09:18:18.0	2019-01-09 09:18:18.0	closed	[]	94	593	Revert "Code of Conduct: Let's revamp it."	https://api.github.com/repos/torvalds/linux/issues/593	https://github.com/torvalds/linux/pull/593	This reverts commit 8a104f8b5867c682d994ffa7a74093c54469c11f.    Code is just code, no politics please.	jackwish	null	null	null	null	null	null	
2018-09-19 14:11:56.0	null	2020-10-02 17:44:48.0	open	[]	6	594	Let's re-insert the Code of Conflict. Greg Kroah-Hartman is an usurper.	https://api.github.com/repos/torvalds/linux/issues/594	https://github.com/torvalds/linux/pull/594	Undoing the Freedesktop.org coup. Linus was blackmailed.  ![45757254-80909080-bc55-11e8-953a-7a2f549a1f13](https://user-images.githubusercontent.com/11582807/45758938-666e9800-bbec-11e8-8594-e916f71c97cf.png)  	jason-oliveira	null	null	null	null	null	null	
2018-09-21 01:39:01.0	null	2020-10-02 17:44:46.0	open	[]	6	595	Rewriting code-of-conduct.rst to pinch scope and define it better	https://api.github.com/repos/torvalds/linux/issues/595	https://github.com/torvalds/linux/pull/595	As should be apparent by a number of other pull requests, contributors / users are not fond of the current Code of Conduct. So I rewrote it, in a manner that should more effectively convey the message whilst pinching the scope to the actual github, as opposed to the entire internet, as the wording was vague previously.    EDIT: If someone else can get this into the Linux Kernel Mailing List, I'd be greatly appreciative. I can't figure it out (keep getting a "missing operand" error, will try again on my main system as opposed to a secondary laptop come Monday).	SteveHeist	null	null	null	null	null	null	
2018-09-21 01:43:20.0	2018-09-21 18:13:12.0	2018-09-21 18:13:12.0	closed	[]	1	596	Code cleanup	https://api.github.com/repos/torvalds/linux/issues/596	https://github.com/torvalds/linux/pull/596	I did my best to clean up bits and pieces of the kernel code.	PierceGriffiths	null	null	null	null	null	null	
2018-09-21 18:14:47.0	null	2018-09-29 14:15:32.0	open	[]	4	597	Code cleanup in linux/sched/	https://api.github.com/repos/torvalds/linux/issues/597	https://github.com/torvalds/linux/pull/597		PierceGriffiths	null	null	null	null	null	null	
2018-09-23 21:46:13.0	null	2018-10-13 13:56:06.0	open	[]	2	598	corrected CoC typos	https://api.github.com/repos/torvalds/linux/issues/598	https://github.com/torvalds/linux/pull/598	feels more like it now :100:	oussamabouchareb	null	null	null	null	null	null	
2018-09-26 00:19:26.0	null	2020-10-02 17:44:37.0	open	[]	8	599	Replaced the Code of Conduct with the Code of Conflict	https://api.github.com/repos/torvalds/linux/issues/599	https://github.com/torvalds/linux/pull/599	Due to the amount of controversy following the installation of the Code of Conduct, I am opening this pull request to replace it with the original Code of Conflict, to, as put by Joey Pabalinas, "Unfuck our Codes of Conduct", and to stop the controversy and drama (two things I never liked).	AshtonSnapp	null	null	null	null	null	null	
2018-09-28 17:58:28.0	null	2018-12-02 13:02:07.0	open	[]	7	601	Delete code-of-conduct.rst	https://api.github.com/repos/torvalds/linux/issues/601	https://github.com/torvalds/linux/pull/601	Removing the PC code of conduct. There is no need for an outside body to dictate community guidelines for an open source community, people are free to be horrible however they want, we are programmers for Christ's sake we are naturally awkward I will not allow our awkwardness be used against us to defy us of our merit. This kernel is based on the fact that if you have good code, regardless of how politically incorrect, inappropriate you are whatever background you come from, whatever gender, religion, race, planet or what so ever should not dictate if your code is accepted, it should be based of the merit the quality of your code brings.	gabumoh	null	null	null	null	null	null	
2018-10-02 14:34:22.0	2018-10-03 10:42:53.0	2018-10-03 10:42:53.0	closed	[]	1	602	Ak	https://api.github.com/repos/torvalds/linux/issues/602	https://github.com/torvalds/linux/pull/602		Arcfrost	null	null	null	null	null	null	
2018-10-02 17:51:52.0	null	2020-10-02 17:44:29.0	open	[]	2	603	Optimize strspn.	https://api.github.com/repos/torvalds/linux/issues/603	https://github.com/torvalds/linux/pull/603	Variable count is redundant.	V0idk	null	null	null	null	null	null	
2018-10-05 02:36:48.0	2018-10-12 00:58:27.0	2018-10-22 16:31:41.0	closed	[]	7	604	fixed CoC	https://api.github.com/repos/torvalds/linux/issues/604	https://github.com/torvalds/linux/pull/604	fixed CoC.	al-caveman	null	null	null	null	null	null	
2018-10-06 16:08:32.0	null	2020-10-02 17:44:25.0	open	[]	2	605	I changed it to the KDE code of conduct	https://api.github.com/repos/torvalds/linux/issues/605	https://github.com/torvalds/linux/pull/605	Its better because it only cares aobut people's code not there race or gender which doesnt rly mater in programing like at all. All that should mater is your code not your race or gender	Colonizor48	null	null	null	null	null	null	
2018-10-09 02:29:16.0	2018-10-09 02:29:34.0	2018-10-09 02:29:34.0	closed	[]	1	606	merge	https://api.github.com/repos/torvalds/linux/issues/606	https://github.com/torvalds/linux/pull/606		jab-r	null	null	null	null	null	null	
2018-10-09 07:59:11.0	null	2018-11-21 09:40:55.0	open	[]	9	607	Reversed it to the code of conflict	https://api.github.com/repos/torvalds/linux/issues/607	https://github.com/torvalds/linux/pull/607	Much better.    We dont need to inject politics into this. So please.    	ghost	null	null	null	null	null	null	
2018-10-15 06:35:01.0	2018-10-23 03:45:42.0	2018-10-23 03:56:26.0	closed	[]	3	608	Riffa staging driver	https://api.github.com/repos/torvalds/linux/issues/608	https://github.com/torvalds/linux/pull/608	Added a full duplex riffa PCIe linux staging driver.     Signed-off-by: PHUNG CHENG FEI (feiphung@hotmail.com)	promach	null	null	null	null	null	null	
2018-10-15 14:24:49.0	2020-09-12 18:49:15.0	2020-09-12 18:49:15.0	closed	[]	1	609	Documented ac97_bus.c	https://api.github.com/repos/torvalds/linux/issues/609	https://github.com/torvalds/linux/pull/609	Documented ac97_bus.c for better understanding. :+1:	mufeedvh	null	null	null	null	null	null	
2018-10-17 11:38:59.0	2018-10-17 11:41:01.0	2018-10-17 11:55:39.0	closed	[]	1	610	crypto: ccp: Add Platform Security Processor (PSP) device support	https://api.github.com/repos/torvalds/linux/issues/610	https://github.com/torvalds/linux/pull/610	The Platform Security Processor (PSP) is part of the AMD Secure  Processor (AMD-SP) functionality. The PSP is a dedicated processor that  provides support for software-based Trusted Execution Environment (TEE)  to enable third-party trusted applications.    Signed-off-by: Brijesh Singh <brijesh.singh@amd.com>  Signed-off-by: Rijo Thomas <Rijo-john.Thomas@amd.com>	rdeva1209	null	null	null	null	null	null	
2018-10-20 13:09:54.0	null	2018-11-05 19:34:13.0	open	[]	1	611	Merge pull request #1 from torvalds/master	https://api.github.com/repos/torvalds/linux/issues/611	https://github.com/torvalds/linux/pull/611	更新	ahr-per	null	null	null	null	null	null	
2018-10-25 20:42:16.0	null	2018-11-21 09:04:26.0	open	[]	1	612	Updated the code-of-conduct to a much better code of conduct	https://api.github.com/repos/torvalds/linux/issues/612	https://github.com/torvalds/linux/pull/612	Changed it to the new SQLite CoC	VincentXE	null	null	null	null	null	null	
